State,Year,District,Taluka,Pre-Monsoon Level (mbgl),Post-Monsoon Level (mbgl),Annual Recharge (MCM),Extractable Resource (MCM),Total Extraction (MCM),Extraction Stage (%),Groundwater Category,Area / Pocket,Subdivision
Maharashtra,2022,Jalna,Partur,6.45,3.1,105.4,100.1,66.8,66.73%,Safe,,
Maharashtra,2022,Jalna,Mantha,7.15,3.7,98.7,93.8,74.2,79.10%,Semi-Critical,,
Maharashtra,2022,Kolhapur,Karveer,5.35,2.05,146.8,139.46,90.5,64.90%,Safe,,
Maharashtra,2022,Kolhapur,Ajra,3.4,1.1,90.5,85.98,21.8,25.35%,Safe,,
Maharashtra,2022,Kolhapur,Bhudargad,3.85,1.35,110.4,104.88,32.5,30.99%,Safe,,
Maharashtra,2022,Kolhapur,Chandgad,3.05,0.9,133.5,126.83,27.6,21.76%,Safe,,
Maharashtra,2022,Kolhapur,Gaganbawada,2.65,0.45,62.8,59.66,8.1,13.58%,Safe,,
Maharashtra,2022,Kolhapur,Gadhinglaj,5.05,1.85,116.2,110.39,66.4,60.15%,Safe,,
Maharashtra,2022,Kolhapur,Hatkanangale,7.05,3.6,120.4,114.38,96.2,84.11%,Semi-Critical,,
Maharashtra,2022,Kolhapur,Kagal,5.6,2.25,103.5,98.33,62.4,63.46%,Safe,,
Maharashtra,2022,Kolhapur,Panhala,4.55,1.6,96.8,91.96,43.8,47.63%,Safe,,
Maharashtra,2022,Kolhapur,Radhanagari,3.55,1.05,126.2,119.89,25.9,21.60%,Safe,,
Maharashtra,2022,Kolhapur,Shahuwadi,4.05,1.25,108.5,103.08,23.4,22.70%,Safe,,
Maharashtra,2022,Kolhapur,Shirol,6.65,3.35,112.8,107.16,93.8,87.53%,Semi-Critical,,
Maharashtra,2022,Latur,Latur,8.2,4.6,118.4,112.5,98.6,87.64%,Semi-Critical,,
Maharashtra,2022,Latur,Ahmadpur,7.45,3.9,102.5,97.4,81.2,83.37%,Semi-Critical,,
Maharashtra,2022,Latur,Ausa,7.9,4.25,134.6,127.9,112.4,87.88%,Semi-Critical,,
Maharashtra,2022,Latur,Udgir,7.6,4.1,128.5,122.1,104.5,85.59%,Semi-Critical,,
Maharashtra,2022,Latur,Chakur,6.85,3.5,88.2,83.8,66.4,79.24%,Semi-Critical,,
Maharashtra,2022,Latur,Jalkot,6.2,3.1,62.4,59.3,41.2,69.48%,Safe,,
Maharashtra,2022,Latur,Nilanga,8.5,4.95,145.8,138.5,132.6,95.74%,Critical,,
Maharashtra,2022,Latur,Deoni,6.7,3.4,68.5,65.1,51.4,78.96%,Semi-Critical,,
Maharashtra,2022,Latur,Shirur Anantpal,6.55,3.25,58.7,55.8,42.1,75.45%,Semi-Critical,,
Maharashtra,2022,Latur,Renapur,7.1,3.75,82.4,78.3,64.8,82.76%,Semi-Critical,,
Maharashtra,2022,Mumbai City,Mumbai Colaba,3.42,1.45,4.25,4.04,0.92,22.77%,Safe (Saline Risk),,
Maharashtra,2022,Mumbai City,Mumbai Fort,3.12,1.12,3.15,2.99,0.76,25.42%,Safe (Saline Risk),,
Maharashtra,2022,Mumbai City,Mumbai Malabar Hill,4.45,1.72,4.85,4.61,1.08,23.43%,Safe,,
Maharashtra,2022,Mumbai City,Mumbai Byculla,2.98,0.98,6.55,6.22,1.98,31.83%,Safe,,
Maharashtra,2022,Mumbai City,Mumbai Dadar,2.72,0.78,7.45,7.08,2.48,35.03%,Safe,,
Maharashtra,2022,Mumbai City,Dharavi,3.18,1.18,5.85,5.56,2.18,39.21%,Safe,,
Maharashtra,2022,Mumbai Suburban,Andheri,4.3,1.6,19.5,18.52,8.2,44.28%,Safe,,
Maharashtra,2022,Mumbai Suburban,Borivali,4.1,1.3,23.4,22.23,8.6,38.69%,Safe,,
Maharashtra,2022,Mumbai Suburban,Kurla,4.65,1.95,25.8,24.51,11.8,48.14%,Safe,,
Maharashtra,2022,Nagpur,Nagpur City,5.8,2.5,32.4,30.78,14.2,46.13%,Safe,,
Maharashtra,2022,Nagpur,Nagpur Rural,6.2,2.95,88.5,84.08,58.4,69.46%,Safe,,
Maharashtra,2022,Nagpur,Kamptee,5.5,2.2,74.2,70.49,45.6,64.69%,Safe,,
Maharashtra,2022,Nagpur,Hingna,6.1,2.8,92.6,87.97,64.2,72.98%,Semi-Critical,,
Maharashtra,2022,Nagpur,Katol,10.2,6.1,142.8,135.66,154.5,113.89%,Over-Exploited,,
Maharashtra,2022,Nagpur,Narkhed,9.5,5.6,135.4,128.63,141.2,109.77%,Over-Exploited,,
Maharashtra,2022,Nagpur,Saoner,6.8,3.1,118.6,112.67,89.4,79.35%,Semi-Critical,,
Maharashtra,2022,Nagpur,Kalmeshwar,8.4,4.6,105.3,100.04,92.8,92.76%,Critical,,
Maharashtra,2022,Nagpur,Ramtek,4.8,1.8,122.4,116.28,48.5,41.71%,Safe,,
Maharashtra,2022,Nagpur,Parseoni,4.6,1.65,96.5,91.68,36.2,39.48%,Safe,,
Maharashtra,2022,Nagpur,Mouda,5,1.95,114.2,108.49,52.4,48.30%,Safe,,
Maharashtra,2022,Nagpur,Umred,5.75,2.5,108.7,103.27,62.1,60.13%,Safe,,
Maharashtra,2022,Nagpur,Bhiwapur,5.3,2.2,78.9,74.96,38.4,51.23%,Safe,,
Maharashtra,2022,Nagpur,Kuhi,5.4,2.35,125.1,118.85,54.8,46.11%,Safe,,
Maharashtra,2022,Nanded,Ardhapur,7.15,3.7,81.6,77.52,65.2,84.11%,Semi-Critical,,
Maharashtra,2022,Nanded,Bhokar,6.45,3.15,93.8,89.11,61.4,68.90%,Safe,,
Maharashtra,2022,Nanded,Biloli,6,2.9,87.6,83.22,57.5,69.09%,Safe,,
Maharashtra,2022,Nanded,Degloor,6.75,3.45,104.2,98.99,77.4,78.19%,Semi-Critical,,
Maharashtra,2022,Nanded,Dharmabad,5.75,2.7,67.4,64.03,41.8,65.28%,Safe,,
Maharashtra,2022,Nanded,Hadgaon,7.5,3.95,156.8,148.96,131.2,88.08%,Semi-Critical,,
Maharashtra,2022,Nanded,Himayatnagar,6.15,3,73.5,69.83,47.9,68.59%,Safe,,
Maharashtra,2022,Nanded,Kandhar,7.65,4.15,117.4,111.53,95.2,85.36%,Semi-Critical,,
Maharashtra,2022,Nanded,Kinwat,4.45,1.5,163.5,155.33,31.9,20.54%,Safe,,
Maharashtra,2022,Nanded,Loha,7.5,4.05,133.4,126.73,103.2,81.43%,Semi-Critical,,
Maharashtra,2022,Nanded,Mahur,4.2,1.35,91.8,87.21,17.9,20.53%,Safe,,
Maharashtra,2022,Nanded,Mudkhed,6.85,3.55,61.5,58.43,49.2,84.20%,Semi-Critical,,
Maharashtra,2022,Nanded,Mukhed,7.3,3.85,121.2,115.14,90.8,78.86%,Semi-Critical,,
Maharashtra,2022,Nanded,Naigaon,6.95,3.65,97.5,92.63,73.4,79.24%,Semi-Critical,,
Maharashtra,2022,Nanded,Nanded,6.75,3.3,111.2,105.64,77.5,73.36%,Semi-Critical,,
Maharashtra,2022,Nanded,Umri,6.1,2.85,58.2,55.29,37.9,68.55%,Safe,,
Maharashtra,2022,Nandurbar,Akkalkuwa,4.6,1.9,92.5,87.88,21.4,24.35%,Safe,,
Maharashtra,2022,Nandurbar,Akrani,3.9,1.3,78.4,74.48,11.5,15.44%,Safe,,
Maharashtra,2022,Nandurbar,Nandurbar,7.1,3.8,128.6,122.17,92.4,75.63%,Semi-Critical,,
Maharashtra,2022,Nandurbar,Nawapur,5.9,2.6,115.4,109.63,64.2,58.56%,Safe,,
Maharashtra,2022,Nandurbar,Shahada,9.5,5.4,168.2,159.79,152.4,95.38%,Critical,,
Maharashtra,2022,Nandurbar,Taloda,6.6,3.3,84.5,80.28,54.6,68.01%,Safe,,
Maharashtra,2022,Nashik,Nashik,6.1,2.9,134.8,128.06,82.4,64.34%,Safe,,
Maharashtra,2022,Nashik,Igatpuri,3.3,0.85,112.5,106.88,22.1,20.68%,Safe,,
Maharashtra,2022,Nashik,Trimbakeshwar,3.45,0.95,98.4,93.48,18.5,19.79%,Safe,,
Maharashtra,2022,Nashik,Dindori,6.7,3.4,158.2,150.29,121.4,80.78%,Semi-Critical,,
Maharashtra,2022,Nashik,Peth,3.9,1.1,84.6,80.37,14.2,17.67%,Safe,,
Maharashtra,2022,Nashik,Kalwan,5.7,2.65,105.4,100.13,74.5,74.40%,Safe,,
Maharashtra,2022,Nashik,Surgana,3.7,1.05,92.3,87.69,11.8,13.46%,Safe,,
Maharashtra,2022,Nashik,Chandwad,8.4,4.6,96.5,91.68,84.6,92.28%,Critical,,
Maharashtra,2022,Nashik,Deola,7.9,4.3,82.4,78.28,68.3,87.25%,Semi-Critical,,
Maharashtra,2022,Nashik,Baglan,7.4,4.1,148.6,141.17,118.4,83.87%,Semi-Critical,,
Maharashtra,2022,Nashik,Malegaon,7.65,4.25,185.3,176.04,138.2,78.50%,Semi-Critical,,
Maharashtra,2022,Nashik,Nandgaon,8.1,4.7,78.5,74.58,58.4,78.30%,Semi-Critical,,
Maharashtra,2022,Nashik,Yeola,8.9,5.1,102.4,97.28,91.5,94.06%,Critical,,
Maharashtra,2022,Nashik,Niphad,10.2,6.1,168.5,160.08,178.4,111.44%,Over-Exploited,,
Maharashtra,2022,Nashik,Sinnar,9.5,5.6,122.6,116.47,124.8,107.15%,Over-Exploited,,
Maharashtra,2022,Palghar,Palghar,5.35,1.85,120.5,114.48,46.8,40.88%,Safe (Saline Risk),,
Maharashtra,2022,Palghar,Vasai,5.8,2.15,94.8,90.06,52.6,58.41%,Safe,,
Maharashtra,2022,Palghar,Dahanu,4.85,1.6,112.4,106.78,35.2,32.96%,Safe (Saline Risk),,
Maharashtra,2022,Palghar,Talasari,4.55,1.35,66.8,63.46,17.5,27.58%,Safe,,
Maharashtra,2022,Palghar,Wada,4.35,1.25,122.4,116.28,31.8,27.35%,Safe,,
Maharashtra,2022,Palghar,Vikramgad,4.1,1.1,86.5,82.18,20.8,25.31%,Safe,,
Maharashtra,2022,Palghar,Jawhar,3.75,0.85,76.8,72.96,11.8,16.17%,Safe,,
Maharashtra,2022,Palghar,Mokhada,3.85,0.95,60.5,57.48,10.6,18.44%,Safe,,
Maharashtra,2022,Parbhani,Parbhani,6.8,3.5,148.55,141.12,101.4,71.85%,Semi-Critical,,Parbhani
Maharashtra,2022,Parbhani,Selu,7.35,3.8,118.42,112.5,92.5,82.22%,Semi-Critical,,Selu
Maharashtra,2022,Parbhani,Jintur,8.1,4.5,152.1,144.5,118.4,81.94%,Semi-Critical,,Selu
Maharashtra,2022,Parbhani,Gangakhed,6.1,2.9,102.5,97.38,68.2,70.04%,Safe,,Gangakhed
Maharashtra,2022,Parbhani,Purna,5.75,2.6,92.6,87.97,56.4,64.11%,Safe,,Gangakhed
Maharashtra,2022,Parbhani,Palam,5.9,2.8,78.9,74.96,48.5,64.70%,Safe,,Gangakhed
Maharashtra,2022,Parbhani,Pathri,6.4,3.1,85.3,81.04,54.1,66.76%,Safe,,Pathri
Maharashtra,2022,Parbhani,Manwath,6.65,3.3,82.4,78.28,58.2,74.35%,Semi-Critical,,Pathri
Maharashtra,2022,Parbhani,Sonpeth,6,2.5,65.4,62.13,38.6,62.13%,Safe,,Pathri
Maharashtra,2022,Pune,Pune City / Haveli,6.4,2.5,162.5,154.38,112.4,72.81%,Semi-Critical,,
Maharashtra,2022,Pune,Pimpri-Chinchwad,5.9,2.1,85.2,80.94,54.5,67.33%,Safe,,
Maharashtra,2022,Pune,Maval,3.65,0.9,138.4,131.48,31.25,23.77%,Safe,,
Maharashtra,2022,Pune,Mulshi,3.3,0.75,114.2,108.49,22.4,20.65%,Safe,,
Maharashtra,2022,Pune,Velhe,2.9,0.55,81.3,77.24,10.8,13.98%,Safe,,
Maharashtra,2022,Pune,Bhor,4.3,1.3,102.5,97.38,36.4,37.38%,Safe,,
Maharashtra,2022,Pune,Purandar,7.6,3.9,110.4,104.88,85.2,81.24%,Semi-Critical,,
Maharashtra,2022,Pune,Baramati,9.2,5.25,148.6,141.17,152.4,107.95%,Over-Exploited,,
Maharashtra,2022,Pune,Daund,8.1,4.3,125.1,118.85,102.5,86.24%,Semi-Critical,,
Maharashtra,2022,Pune,Indapur,8.85,4.95,162.1,154,164.2,106.62%,Over-Exploited,,
Maharashtra,2022,Pune,Shirur,8.5,4.6,142.8,135.66,126.8,93.47%,Critical,,
Maharashtra,2022,Pune,Khed,6.9,3.2,178.4,169.48,124.5,73.46%,Semi-Critical,,
Maharashtra,2022,Pune,Junnar,6.55,3,192.6,182.97,131.2,71.71%,Semi-Critical,,
Maharashtra,2022,Raigad,Alibag,4.4,1.3,96.5,91.68,32.4,35.34%,Safe (Saline Risk),,
Maharashtra,2022,Raigad,Karjat,5.45,1.95,118.2,112.29,42.15,37.54%,Safe,,
Maharashtra,2022,Raigad,Khalapur,5.3,2.1,90.65,86.12,48.6,56.43%,Safe,,
Maharashtra,2022,Raigad,Mahad,3.9,1.1,145.8,138.51,26.8,19.35%,Safe,,
Maharashtra,2022,Raigad,Mangaon,4.6,1.6,128.4,121.98,36.15,29.64%,Safe,,
Maharashtra,2022,Raigad,Mhasala,4.1,1.35,65.4,62.13,14.5,23.34%,Safe,,
Maharashtra,2022,Raigad,Murud,4.25,1.4,60.8,57.76,17.8,30.82%,Safe (Saline Risk),,
Maharashtra,2022,Raigad,Panvel,5.9,2.4,162.4,154.28,92.4,59.89%,Safe,,
Maharashtra,2022,Raigad,Pen,4.8,1.7,105.3,100.04,34.8,34.79%,Safe,,
Maharashtra,2022,Raigad,Poladpur,3.6,0.9,76.5,72.68,11.2,15.41%,Safe,,
Maharashtra,2022,Raigad,Roha,4.7,1.65,102.5,97.38,29.5,30.30%,Safe,,
Maharashtra,2022,Raigad,Shrivardhan,4.35,1.5,70.12,66.61,20.4,30.63%,Safe (Saline Risk),,
Maharashtra,2022,Raigad,Sudhagad,4.2,1.3,85.2,80.94,22.1,27.30%,Safe,,
Maharashtra,2022,Raigad,Tala,4.15,1.2,56.4,53.58,11.5,21.46%,Safe,,
Maharashtra,2022,Raigad,Uran,5.1,1.85,48.2,45.79,24.2,52.85%,Safe (Saline Risk),,
Maharashtra,2022,Ratnagiri,Dapoli,4.8,1.6,110.45,104.93,31.1,29.64%,Safe (Saline Risk),,
Maharashtra,2022,Ratnagiri,Mandangad,4.1,1.1,66.2,62.89,13.8,21.94%,Safe,,
Maharashtra,2022,Ratnagiri,Khed,5.15,1.7,131.4,124.83,36.5,29.24%,Safe,,
Maharashtra,2022,Ratnagiri,Chiplun,4.95,1.5,154.6,146.87,48.2,32.82%,Safe,,
Maharashtra,2022,Ratnagiri,Guhagar,4.3,1.35,85.2,80.94,22.4,27.67%,Safe (Saline Risk),,
Maharashtra,2022,Ratnagiri,Ratnagiri,5.4,1.9,142.8,135.66,55.1,40.62%,Safe (Saline Risk),,
Maharashtra,2022,Ratnagiri,Sangameshwar,4.6,1.4,158.5,150.58,32.15,21.35%,Safe,,
Maharashtra,2022,Ratnagiri,Lanja,4.5,1.3,90.65,86.12,20.4,23.69%,Safe,,
Maharashtra,2022,Ratnagiri,Rajapur,4.85,1.65,115.3,109.54,26.8,24.47%,Safe (Saline Risk),,
Maharashtra,2022,Sangli,Miraj,6.6,3.25,160.5,152.48,119.8,78.57%,Semi-Critical,,
Maharashtra,2022,Sangli,Walwa,5.95,2.85,156.8,148.96,113.4,76.13%,Semi-Critical,,
Maharashtra,2022,Sangli,Tasgaon,8.25,4.65,108.4,102.98,97.2,94.39%,Critical,,
Maharashtra,2022,Sangli,Shirala,3.55,0.9,114.2,108.49,22.1,20.37%,Safe,,
Maharashtra,2022,Sangli,Palus,5.45,2.15,73.5,69.83,48.1,68.88%,Safe,,
Maharashtra,2022,Sangli,Kadegaon,6.25,2.95,87.2,82.84,61.8,74.60%,Semi-Critical,,
Maharashtra,2022,Sangli,Khanapur,7.5,3.95,93.4,88.73,73.8,83.17%,Semi-Critical,,
Maharashtra,2022,Sangli,Atpadi,8.85,5.15,64.8,61.56,66.2,107.54%,Over-Exploited,,
Maharashtra,2022,Sangli,Kavathe Mahankal,8.55,4.85,80.2,76.19,71.9,94.37%,Critical,,
Maharashtra,2022,Sangli,Jat,9.55,5.55,140.5,133.48,146.8,109.98%,Over-Exploited,,
Maharashtra,2022,Satara,Satara,6.4,2.6,142.5,135.38,84.5,62.42%,Safe,,
Maharashtra,2022,Satara,Karhad,6.8,3.1,172.4,163.78,124.6,76.08%,Semi-Critical,,
Maharashtra,2022,Satara,Wai,5.9,2.3,96.5,91.68,62.4,68.06%,Safe,,
Maharashtra,2022,Satara,Phaltan,8.9,4.9,145.8,138.51,128.2,92.56%,Critical,,
Maharashtra,2022,Satara,Koregaon,7.4,3.9,121.6,115.52,88.5,76.61%,Semi-Critical,,
Maharashtra,2022,Satara,Patan,3.6,0.9,158.2,150.29,28.4,18.89%,Safe,,
Maharashtra,2022,Satara,Khatav,9.4,5.4,114.2,108.49,114.6,105.63%,Over-Exploited,,
Maharashtra,2022,Satara,Man,9.9,5.9,105.3,100.04,108.2,108.16%,Over-Exploited,,
Maharashtra,2022,Satara,Khandala,7.1,3.6,81.4,77.33,58.2,75.26%,Semi-Critical,,
Maharashtra,2022,Satara,Jaoli,3.3,0.7,92.4,87.78,14.2,16.18%,Safe,,
Maharashtra,2022,Satara,Mahabaleshwar,2.9,0.5,68.5,65.08,6.8,10.45%,Safe,,
Maharashtra,2022,Solapur,North Solapur,8.5,4.8,94.5,89.78,72.4,80.64%,Semi-Critical,,
Maharashtra,2022,Solapur,South Solapur,8.9,5.1,112.4,106.78,90.5,84.75%,Semi-Critical,,
Maharashtra,2022,Solapur,Akkalkot,9.2,5.5,145.8,138.51,125.6,90.68%,Critical,,
Maharashtra,2022,Solapur,Barshi,7.9,4.2,162.1,154,121.4,78.83%,Semi-Critical,,
Maharashtra,2022,Solapur,Karmala,9,5.2,119.5,113.53,101.5,89.40%,Semi-Critical,,
Maharashtra,2022,Solapur,Madha,8.2,4.9,135.4,128.63,110.2,85.67%,Semi-Critical,,
Maharashtra,2022,Solapur,Malshiras,10.8,6.5,192.6,182.97,202.1,110.45%,Over-Exploited,,
Maharashtra,2022,Solapur,Mangalwedha,9.1,5.3,100.5,95.48,86.8,90.91%,Critical,,
Maharashtra,2022,Solapur,Mohol,7.65,3.9,115.8,110.01,82.4,74.90%,Semi-Critical,,
Maharashtra,2022,Solapur,Pandharpur,9.8,6,151.2,143.64,155.4,108.19%,Over-Exploited,,
Maharashtra,2022,Solapur,Sangola,10.2,6.2,110.4,104.88,114.2,108.89%,Over-Exploited,,
Maharashtra,2022,Thane,Thane,5.15,1.85,47.5,45.13,10.8,23.93%,Safe,,
Maharashtra,2022,Thane,Kalyan,5.85,2.35,70.8,67.26,21.6,32.11%,Safe,,
Maharashtra,2022,Thane,Bhiwandi,6.05,2.6,119.5,113.53,40.8,35.94%,Safe,,
Maharashtra,2022,Thane,Shahapur,4.05,1.05,163.2,155.04,23.8,15.35%,Safe,,
Maharashtra,2022,Thane,Murbad,4.35,1.25,116.4,110.58,20.5,18.54%,Safe,,
Maharashtra,2022,Thane,Ambernath,5.45,2.05,55.2,52.44,13.8,26.32%,Safe,,
Maharashtra,2022,Thane,Ulhasnagar,4.85,1.8,14.8,14.06,3.95,28.10%,Safe,,
Maharashtra,2022,Wardha,Wardha,6.3,2.55,125.4,119.13,69.8,58.59%,Safe,,
Maharashtra,2022,Wardha,Arvi,7.75,4.1,109.15,103.69,78.4,75.61%,Semi-Critical,,
Maharashtra,2022,Wardha,Ashti,6.95,3.45,71.3,67.73,41.5,61.27%,Safe,,
Maharashtra,2022,Wardha,Deoli,5.85,2.7,117.9,112,67.2,60.00%,Safe,,
Maharashtra,2022,Wardha,Hinganghat,6.05,2.9,140.2,133.19,83.4,62.62%,Safe,,
Maharashtra,2022,Wardha,Karanja,7.3,3.9,91.8,87.21,64.2,73.61%,Semi-Critical,,
Maharashtra,2022,Wardha,Samudrapur,5.25,2.05,96.4,91.58,40.8,44.55%,Safe,,
Maharashtra,2022,Wardha,Seloo,6.55,3.1,100.25,95.24,59.5,62.47%,Safe,,
Maharashtra,2022,Washim,Washim,6.65,2.95,111.8,106.21,74.1,69.77%,Safe,,
Maharashtra,2022,Washim,Malegaon,6.15,2.65,94.6,89.87,62,68.99%,Safe,,
Maharashtra,2022,Washim,Risod,6.95,3.35,115.3,109.54,81.8,74.68%,Safe,,
Maharashtra,2022,Washim,Mangrulpir,7.35,3.95,86.4,82.08,65.8,80.17%,Semi-Critical,,
Maharashtra,2022,Washim,Karanja,7.65,4.15,102.5,97.38,79.1,81.23%,Semi-Critical,,
Maharashtra,2022,Washim,Manora,5.95,2.35,82.8,78.66,44.5,56.57%,Safe,,
Maharashtra,2022,Yavatmal,Arni,6.3,3.1,111.4,105.83,74.2,70.11%,Semi-Critical,,
Maharashtra,2022,Yavatmal,Babhulgaon,5.9,2.6,87.5,83.12,51.4,61.84%,Safe,,
Maharashtra,2022,Yavatmal,Darwha,7.1,3.9,117.4,111.53,86.4,77.47%,Semi-Critical,,
Maharashtra,2022,Yavatmal,Digras,7.3,4,81.3,77.24,64.5,83.51%,Semi-Critical,,
Maharashtra,2022,Yavatmal,Ghatanji,5.65,2.3,93.8,89.11,42.1,47.24%,Safe,,
Maharashtra,2022,Yavatmal,Kalamb,6.1,2.9,84.5,80.28,52.6,65.52%,Safe,,
Maharashtra,2022,Yavatmal,Kelapur,5.3,2.1,101.4,96.33,48.5,50.35%,Safe,,
Maharashtra,2022,Yavatmal,Mahagaon,6.9,3.6,113.2,107.54,82.4,76.62%,Semi-Critical,,
Maharashtra,2022,Yavatmal,Maregaon,5.1,1.95,73.6,69.92,32.4,46.34%,Safe,,
Maharashtra,2022,Yavatmal,Ner,7.2,3.7,91.5,86.92,68.2,78.46%,Semi-Critical,,
Maharashtra,2022,Yavatmal,Pusad,7.9,4.4,147.2,139.84,118.5,84.74%,Semi-Critical,,
Maharashtra,2022,Yavatmal,Ralegaon,5.5,2.2,95.8,91.01,44.6,49.01%,Safe,,
Maharashtra,2022,Yavatmal,Umarkhed,7.65,4.1,132.4,125.78,104.2,82.84%,Semi-Critical,,
Maharashtra,2022,Yavatmal,Wani,6.1,2.8,121.3,115.24,78.4,68.03%,Safe,,
Maharashtra,2022,Yavatmal,Yavatmal,6.6,3.3,126.8,120.46,88.6,73.55%,Semi-Critical,,
Maharashtra,2022,Yavatmal,Zari Jamani,4.9,1.7,67.2,63.84,22.1,34.62%,Safe,,
State,Year,District,Taluka,Pre-Monsoon Level (mbgl),Post-Monsoon Level (mbgl),Annual Recharge (MCM),Extractable Resource (MCM),Total Extraction (MCM),Extraction Stage (%),Groundwater Category,Area / Pocket,Subdivision
Maharashtra,2023,Ahmednagar,Akole,4.8,2.5,135.5,128.7,62.4,48.48%,Safe,,
Maharashtra,2023,Ahmednagar,Jamkhed,8.5,5.2,88.2,83.8,68.3,81.50%,Semi-Critical,,
Maharashtra,2023,Ahmednagar,Karjat,8.9,5.6,115.4,109.6,94.8,86.50%,Semi-Critical,,
Maharashtra,2023,Ahmednagar,Kopargaon,9.2,5.8,104.6,99.4,108.2,108.85%,Over-Exploited,,
Maharashtra,2023,Ahmednagar,Nagar,7.95,4.6,154.3,146.6,109.1,74.42%,Semi-Critical,,
Maharashtra,2023,Ahmednagar,Nevasa,6.1,3.1,168.1,159.7,98.4,61.62%,Safe,,
Maharashtra,2023,Ahmednagar,Parner,8.1,4.5,142.8,135.6,118.4,87.32%,Semi-Critical,,
Maharashtra,2023,Ahmednagar,Pathardi,8.25,4.8,102.5,97.4,82.1,84.29%,Semi-Critical,,
Maharashtra,2023,Ahmednagar,Rahata,9.4,5.95,92.1,87.5,96.4,110.17%,Over-Exploited,,
Maharashtra,2023,Ahmednagar,Rahuri,6.45,3.2,128.6,122.2,79.5,65.06%,Safe,,
Maharashtra,2023,Ahmednagar,Sangamner,9.6,6.1,158.4,150.5,155.8,103.52%,Over-Exploited,,
Maharashtra,2023,Ahmednagar,Shevgaon,6.2,3.15,110.8,105.3,68.2,64.77%,Safe,,
Maharashtra,2023,Ahmednagar,Shrigonda,8,4.4,148.9,141.5,125.6,88.76%,Semi-Critical,,
Maharashtra,2023,Ahmednagar,Shrirampur,6,2.9,98.7,93.8,62.1,66.20%,Safe,,
Maharashtra,2023,Akola,Akola,6.5,3.5,112.4,106.8,78.5,73.50%,Semi-Critical,,
Maharashtra,2023,Akola,Akot,8,4.2,145.8,138.5,112.3,81.08%,Semi-Critical,,
Maharashtra,2023,Akola,Telhara,7.5,4,98.6,93.7,82.4,87.94%,Semi-Critical,,
Maharashtra,2023,Akola,Balapur,5.8,3,85.3,81,52.6,64.94%,Safe,,
Maharashtra,2023,Akola,Barshitakli,5.2,2.8,118.9,113,66.8,59.12%,Safe,,
Maharashtra,2023,Akola,Murtizapur,6,3.2,124.5,118.3,72.1,60.95%,Safe,,
Maharashtra,2023,Akola,Patur,4.8,2.2,89.2,84.7,41.5,48.99%,Safe,,
Maharashtra,2023,Amravati,Achalpur,6.8,3.5,148.5,141.1,108.4,76.82%,Semi-Critical,,
Maharashtra,2023,Amravati,Amravati,7.5,4,124.6,118.4,92.5,78.13%,Semi-Critical,,
Maharashtra,2023,Amravati,Anjangaon Surji,8.2,4.8,112.4,106.8,102.3,95.79%,Critical,,
Maharashtra,2023,Amravati,Bhatkuli,5.5,2.8,94.2,89.5,54.2,60.56%,Safe,,
Maharashtra,2023,Amravati,Chandur Bazar,7,3.8,136.8,130,105.4,81.08%,Semi-Critical,,
Maharashtra,2023,Amravati,Chandur Railway,6.2,3.2,98.5,93.6,62.1,66.35%,Safe,,
Maharashtra,2023,Amravati,Chikhaldara,4,1.5,82.4,78.3,28.5,36.40%,Safe,,
Maharashtra,2023,Amravati,Daryapur,5.8,3,105.3,100,61.2,61.20%,Safe,,
Maharashtra,2023,Amravati,Dhamangaon Rly,6.5,3.4,110.6,105.1,74.8,71.17%,Safe,,
Maharashtra,2023,Amravati,Dharni,4.5,1.8,92.8,88.2,32.4,36.73%,Safe,,
Maharashtra,2023,Amravati,Morshi,9.5,5.5,152.4,144.8,158.6,109.53%,Over-Exploited,,
Maharashtra,2023,Amravati,Nandgaon Kh.,6,3.2,115.7,109.9,72.5,65.97%,Safe,,
Maharashtra,2023,Amravati,Tiosa,5.9,3.1,88.5,84.1,51.3,61.00%,Safe,,
Maharashtra,2023,Amravati,Warud,10.2,6.2,162.1,154,176.4,114.55%,Over-Exploited,,
Maharashtra,2023,Beed,Ambajogai,7.5,4.2,114.5,108.8,85.6,78.68%,Semi-Critical,,
Maharashtra,2023,Beed,Ashti,8.2,4.9,122.4,116.3,104.5,89.85%,Semi-Critical,,
Maharashtra,2023,Beed,Beed,7.8,4.5,142.6,135.5,102.3,75.50%,Semi-Critical,,
Maharashtra,2023,Beed,Dharur,6.8,3.5,68.3,64.9,48.2,74.27%,Semi-Critical,,
Maharashtra,2023,Beed,Georai,6.2,3.1,158.2,150.3,112.4,74.78%,Semi-Critical,,
Maharashtra,2023,Beed,Kaij,7,3.9,118.6,112.7,91.5,81.19%,Semi-Critical,,
Maharashtra,2023,Beed,Majalgaon,5.5,2.8,134.8,128.1,82.4,64.32%,Safe,,
Maharashtra,2023,Beed,Parli,7.2,4,96.5,91.7,72.1,78.63%,Semi-Critical,,
Maharashtra,2023,Beed,Patoda,8.5,5.2,84.1,79.9,74.5,93.24%,Critical,,
Maharashtra,2023,Beed,Shirur Kasar,8,4.8,72.4,68.8,58.2,84.59%,Semi-Critical,,
Maharashtra,2023,Beed,Wadwani,6,3.2,52.8,50.2,32.6,64.94%,Safe,,
Maharashtra,2023,Bhandara,Bhandara,5.2,2,118.4,112.5,54.2,48.18%,Safe,,
